b	爱
wwnfk	人人为我
mgvwl	不告诉你
mnrlz	草台班子
mldke	菜市口
kwlvf	成人高考
vgvfv	数据类型
ksbsn	纯属虚构
vlfxs	凯旋而归
kkljj	团结就是力量
mqjfk	蒸发量
vxkrj	讲道德
jvpda	船老大
cdxjp	马口铁
kxllz	下半辈子
wfga	水电厂
lwnmc	交个朋友
vjsmn	读心术
wrlct	人文学科
kwrjn	古代文明
qwlzi	风信子
jmfhj	日落而息
vmgnj	凯尔特
trvbw	献身精神
tpmfv	各大军区
xmfwv	美若天仙
fpjsd	鱼雷艇
vgwwl	麦哲伦
vgvth	反物质
wcmcn	含混不清
gmgjg	犄角旮旯
dvhtj	实业界
wwmsn	人体艺术
pvkwj	大老爷们
nfnvn	跳来跳去
wptcc	人大常委
njvks	为情所困
khmwt	纸包不住火
chlgy	双周刊
mrcnj	蔡文姬
gvdvd	唐诗宋词
mvgsn	职业技术
lkrmb	小循环
wsshl	停尸房
xdrjy	镇定剂
nwltk	为人正直
pmpqm	大灰狼
kpvkr	胡雪岩
plmdh	犹豫不定
rcsmt	卫生棉
kkkrs	乡里乡亲
fggdh	无罪推定
dmcnn	金龟婿
vkkhl	软弱可欺
pnvlt	大主教
cvcmr	婆说婆有理
xclwk	美利坚合众国
vvcgm	辗转难眠
fkyfw	甲级队
grmdk	儿童不宜
ccyqi	书生气
cckrn	满洲国
mncwl	不胜酒力
wgfhd	人物画
jwtkg	工人党
pytjg	太阳帽
ksffv	红桥区
ndgjl	脸皮厚
dkhgv	颇费周折
yyljs	陈年旧事
ltsmq	干燥机
bsshs	点到即止
jnckt	民主派
tysmv	各院校
xvksm	塑料纸
jvvml	事后诸葛亮
xchnb	道法自然
lcvmi	高粱米
kkcdh	组织委员
jmpvd	卡布奇诺
dcfvm	金利来
gmyjc	睡不醒
cfrka	鸡血石
cldkc	混饭吃
pgjrk	犯罪心理
tkhxl	各行其道
dkdgl	另行安排
hrrgk	羽毛球拍
rjnnw	新民主主义革命
mklgk	不可方物
crvdw	马王堆
hsdkv	思想史
cvhjn	深表同情
wljvh	化学性质
jlgvm	名誉扫地
gbkpj	康采恩
dhkyh	出此下策
kwrww	四个现代化
rjckd	刘晓波
rktwy	黑白颠倒
gcsmq	抽油机
mjygy	军事管制
nffvm	跟我来
gsnqk	打屁股
lcrlf	小生产
lwcnd	小保姆
jywlb	过氧化
rwwkt	文件袋
ldkxf	放长线钓大鱼
vwgny	议会制
brgnk	恋童癖
dpxlc	吃大锅饭
rlgvm	立方厘米
kksfd	三维动画
jmjjl	帮不上忙
ktdkj	张献忠
xmjne	道不明
chdkv	世界史
kwrly	维修部
kgjmj	弹指间
vbvhj	精神境界
bwrvk	社会意识
jdjmd	日出日落
lvvvt	毕业设计
bbccf	神神秘秘
xdlle	帅呆了
kqggc	古印度
ggggj	搂搂抱抱
ggsml	技压群芳
nkmfh	胜之不武
ccyqi	没好气
vbkvd	精神可嘉
knfht	白跑一趟
jxnjx	昧着良心
kmysm	三不管
gwsmq	压力机
mlktb	不当之处
kkknd	强国之路
ststh	屁颠屁颠
cjmkd	对外联络
ycggv	策马扬鞭
lfjme	玄武门
gggmm	眨眨眼
wfssf	货币资本
fclzl	鲁滨逊
wcjfr	低消耗
lqjne	小发明
kwwsg	重力加速度
msnvt	有机肥料
ssvkn	杨柳青
dsgdj	长相厮守
plvkt	春小麦
gckbe	瞿秋白
flsct	天高云淡
ggbvl	目眩神迷
kjvdm	可耕地
mxnfw	存钱罐
lcvre	交通车
cjjxn	没心情
ytwsn	筹备会
vgwlh	地摊货
mfvfi	有一说一
fnmvw	翻脸不认人
bplqe	变奏曲
dxcke	史铁生
nsjjg	腰椎间盘
dxji	审判日
yfdkr	怎么啦
ysjkl	第二性征
bwcsl	祝你好运
ddwdl	嗡嗡作响
lyvhv	少管所
rdrho	黑吃黑
cphlx	以大欺小
fkfnd	我的电脑
gjdkl	百忙中
wddkd	修改器
nnfth	熊熊烈火
rwgwr	文化革命
ccksn	浮世绘
cjnnv	女性主义
wmrjo	保不齐
pywfn	夫复何求
cqwsn	欢迎会
xmysv	师范院校
nckjf	参观团
ymcnd	阿萨姆
ywlzi	随份子
wgwdm	但愿人长久
rwffv	新华区
fgkxa	手底下
vrdkh	教研员
spcvr	云霄飞车
lwrll	当代文学
wvkbj	倾城之恋
cckgs	鸡蛋里挑骨头
wnvdd	佛跳墙
ftsmq	电焊机
hcckn	走江湖
wdcql	合家欢乐
lccxn	小鸡鸡
ympdw	阿尔泰
wlchn	伍子胥
lfjlk	小电影
wnjsm	人参果
hvvkl	内毒素
ddyqi	叹口气
kxtkc	团总支
kwvdj	纪念封
vqths	鼓风炉
rsqcn	黑头发
yvggn	隔山打牛
wwkrn	命令行
prbbw	霸王餐
tvxnv	火山岛
jsflu	异次元
jkjjb	忙里忙外
kcgkg	德沃夏克
vjmfl	后悔不迭
mkmxl	取之有道
gbccn	挑战书
scsmq	榨油机
hhbjf	羽翼未丰
tkskq	由弱到强
cjkjl	酒过三巡
wjwvt	人民代表
pcnfj	大染缸
wtvjp	人逢喜事精神爽
dhmcn	口齿不清
tkdkd	补给品
wxcvm	水银泻地
wcmjx	人生苦短
jkkvd	事成之后
csmtl	洞房花烛夜
cvvmn	黏糊糊
gcvdl	罗马数字
wwsms	加加林
yvjba	阿米巴
sdgvj	检察署
pdfvk	大哭一场
rcpll	石油大学
vgkjj	转瞬之间
ngwnc	主席令
dhmvm	金刚不坏
srcmc	至亲好友
hnkjj	忽然之间
lffgk	空无一物
lsvlb	学到老
rmmmc	身在曹营心在汉
wlyfl	保育院
ldtxm	穿金戴银
xgxgf	半遮半掩
msmgw	有权有势
ykgny	等级制
yqrrc	管风琴
sdsmn	房中术
mvhtj	有所思
trysd	爆破筒
scgmm	斗鸡眼
cldkv	科学史
rvflh	确凿无疑
cssmv	油橄榄
vgwcs	精选集
pcckp	大沙漠
cmvdf	波茨坦
rljgu	身子骨
bgnsq	虚拟主机
kygrm	国际儿童节
wjpww	人民大众
kffvm	毁天灭地
dwfkx	母仪天下
kxkjs	回首往事
lbfmh	饱餐一顿
dcdmk	吕洞宾
kchlg	引以自豪
ysvds	阶梯教室
nldwg	月光宝盒
nsjck	脉冲星
wvqmd	从轻发落
ckwsf	海绵体
skfjo	用之于
phfdg	独此一家
lwkrn	小人国
jkksw	短纤维
wmsgk	食草动物
gmwsj	拥军优属
ssrvs	格林童话
dchti	实验田
dvkqi	出老千
kwfwo	白领丽人
wfmre	假恶丑
jjmgc	知情不报
mlmhj	茶饭不思
llthj	放空炮
tsxfl	党群关系
cwspc	汉化版
bbcqv	虎虎生风
jnlzi	闹肚子
vksmr	输入框
tyjsk	十年怕井绳
mssww	劳动群众
fkwsd	天行健
mhjxc	共同性
pjllg	夹心饼干
fgyfw	救护队
lcvkv	交通岗
lvmkk	光说不练
tjkbn	真是的
wmfvm	合不来
gffvm	置于死地
ljpsc	方寸大乱
xpydl	师大附中
cjysm	淋巴管
gchqn	播种期
kmfnd	下不来台
jlwlb	民族化
ksfkx	纵横天下
gjxcp	雁门关
dvvdk	长见识
dffll	吓死我了
nddky	肥嘟嘟
kmnqj	三角肌
bcnnv	神秘主义
gmcct	勤劳勇敢
kvyfv	八卦阵
rcjhw	亲生骨肉
mxfhd	花鸟画
tfvfd	朝鲜语
kwrlj	重低音
mdktb	不实之处
jhlsj	日思夜想
vrjxc	粉碎性
clggc	科举制度
sdmlx	准噶尔
ccvvl	沟沟坎坎
lmmcd	空落落
kkssc	白白净净
pffke	露一手
mmhqv	莫尔斯
fmwsw	一不做二不休
cllkm	科学馆
pwnyw	大伤脑筋
vjyfw	教导队
cksvd	深入敌后
dldmg	实干家
wlnsl	化学能
lgccs	小康生活
prvdj	大理寺
cffve	马来亚
jfhsl	上一步
nntht	腹膜炎
jfjvt	工于心计
ckwsd	双重人格
kymsm	国际劳动节
rwdkv	文化史
srklg	眉毛胡子一把抓
djkrn	吴邦国
hkyxi	田纳西
cclxl	海洋学
rvccq	意志消沉
mgwfv	节度使
hcvre	紫河车
kdccp	千金难买
ckxcs	马里兰
nfvgh	义无返顾
vrdhb	数码宝贝
jhhxi	早自习
kcgo	绝活儿
sdqgm	头皮发麻
fsmlh	天资聪颖
kkwlb	公式化
mkmjb	草绿色
tcckk	南泥湾
vhbkj	迷走神经
mkfjo	取之于
yxmql	年羹尧
vrldg	地理学家
fmkft	无药可救
lllnr	望了望
rrmmj	躲躲藏藏
rkffv	卫戍区
xnhvv	道路网
hsljd	思想觉悟
jfjxj	闻一多
jryhc	心理年龄
ltdmg	鉴赏家
rrbbb	斑斑点点
kywtc	歌舞伎
jfnsl	性无能
stchc	校党委
fwydj	天仙配
lxkrc	旧瓶装新酒
xkfll	差得远
wpltk	伟大旗帜
rljxc	新颖性
gglzi	护犊子
jymgy	上气不接下气
jjmvg	心怀不轨
rlrtp	现学现卖
csmfp	飞龙在天
ckfjr	温故而知新
spvdj	寻秦记
ddlvd	寡言少语
kkjxo	公德心
vlkjm	城市贫民
ldwsn	鉴定会
mkslz	不成样子
kjgkj	分外眼红
vvrgk	读者文摘
fsqbs	一展风采
xkgqs	针式打印机
jshww	心头肉
rjwrs	亲上加亲
ccckf	滴滴涕
kvdgn	辩证唯物主义
dkcgl	安装程序
jgdmn	易拉宝
mvkkn	英语四级
ckslz	河北梆子
llfsm	孔雀开屏
hxdwo	同道中人
jfhqv	卡耐基
mlvbj	不予考虑
dmswc	吃不准
kjxfl	线性关系
ckwxt	油纸伞
pywxt	太阳伞
vmwgj	希尔伯特
jmydp	名不符实
svyfw	运输队
vnfjn	岁月无情
mvlvd	黄土高坡
tmckd	十七世纪
gfcsc	摇曳生姿
gbfjm	造福于民
kkmwx	千纸鹤
wscke	住校生
vsvsk	说梦话
hrksk	内环线
gqrly	批发部
jgljj	异度空间
dlkbl	鄂豫皖
nngmm	肚脐眼
xxxgm	卷铺盖
wlwsn	耸了耸肩
ssnnv	极权主义
rkknr	文成公主
mpwhf	蒙大拿
qgtcy	印度支那
kvtkg	纳粹党
cdcht	梁实秋
txxcl	截拳道
ngtht	腱鞘炎
cvwlj	涛声依旧
cbnsd	观礼台
cfknj	生殖细胞
rtnkn	立党为公
vmgwl	老黄历
yrsme	阿童木
wkggc	低纬度
srwgn	头文件
dwlll	完全小学
cfwjx	妙手仁心
jwfvt	阅人无数
ccxxp	和和美美
grjvh	物理性质
spllx	相貌平平
vttbm	连裤袜
qwwo	发信人
ldkgt	子母弹
cyghr	香气扑鼻
dcjxc	吸湿性
kbjfm	装点门面
jmkmv	工农红军
mwlzi	黄段子
jfjyf	明升暗降
pjkbn	狗日的
prprl	大破大立
vkvcf	反编译
pssnl	狗屎运
dfmcr	中元节
kbdkd	感受器
xsdmg	美术家
jjdjb	闻名中外
ljfsv	小事一桩
vcvjk	轻骑兵
gksww	提线木偶
sgwdf	模拟信号
fsnmh	一决胜负
hhdmg	雕刻家
ccjmj	洗澡间
tlchj	烧高香
ffkcl	万恶之源
clksg	浪子回头金不换
flvsj	一帘幽梦
fkddn	天线宝宝
kwjxd	重命名
wjcsw	人心浮动
kdcdc	胡吃海喝
fgfmt	一拍两散
sdfvf	机器翻译
wjyjd	个性签名
yqksm	复印纸
dddkr	呼啦啦
vxdwo	吉普赛人
dpvpd	家大业大
dcmcf	金沙萨
bhlkc	卤肉饭
xfxjk	铁匠铺
lwfcv	亡命天涯
hglhk	男儿当自强
gwwgs	眼保健操
vbgxg	近视眼镜
vfvdj	见血封喉
mfgpf	东亚病夫
ccklv	泛泛之辈
mjmcc	有名有姓
wkywn	化妆舞会
llrfn	肾小球
ksfbl	毁尸灭迹
vjrvn	转过身去
scskd	专利局
jhcwk	鸳鸯戏水
jwjde	名人名言
rrwss	新文化运动
clbwn	科学社会主义
hkmjb	翠绿色
xvgdd	错误百出
grgcn	物理疗法
pnjmj	猛然间
kdvke	红富士
rjbkp	立功受奖
hrhnk	越王勾践
kksmn	可的松
xjpqn	兽性大发
bcddd	视如己出
fnjmj	求胜心切
clmjb	对比色
xmjxo	羞耻心
ygsms	贾庆林
dmmkg	家丑不可外扬
fflxt	开天窗
qlksk	螺旋线
mxgbl	不着痕迹
crnnv	沙文主义
hghrh	越描越黑
pfvka	狼牙山
kfsmq	微电机
mjssw	农民运动
klmcj	熏衣草
ccmcs	涉世不深
ggfme	担担面
hmfnn	赶不及
kxrly	统帅部
fjhnv	武昌起义
ywxjp	氧化铁
ddfvs	长叹一声
tgwsf	支原体
clkvg	濒临绝境
kmjmr	古尔邦节
fjfdd	天外来客
cvtkg	飞车党
cdrlj	女中音
fkvwl	系统论
wlyfl	佛学院
skmcs	冰红茶
cdhns	稍安勿躁
ktlzi	红帽子
pywcm	大队人马
yrltt	隋文帝
kdkwr	父母之命
lmmsl	衣冠不整
xgksj	曾庆红
mlkrk	东方之珠
ltwli	鉴赏力
mmsks	茅草屋
mstqn	英姿勃发
mmspd	莲蓬头
wkwnl	何德何能
kcvdj	白马寺
ydmwo	复员军人
wjtth	人间烟火
nfwli	肌无力
tphww	卖狗肉
flcfg	看了又看
mjgcy	追名逐利
tkbwl	真的爱你
vxjwk	青铜时代
wgxjt	何厚铧
mjdkj	不是吧
htmcc	自由散漫
lrkvm	容身之地
lnlzi	光膀子
pvcpb	雪山飞狐
vcrfn	地滚球
vglxl	老眼光
fmjgm	看不上眼
vwjsh	计件工资
hvdnd	自谋出路
kkvmt	公约数
lfgbj	毫无顾虑
yxpfu	阿道夫
xlggl	兰亭序
rygwb	黑箱操作
swnsb	树袋熊
vncst	岁月如梭
kdlkc	八宝饭
sqncd	头昏脑涨
wdksp	合金弹头
ncjfh	主观题
ddddf	咿咿呀呀
mvtvg	有话直说
kkxlm	恩威并施
jvdms	门诊室
msjfk	劳动量
hshtj	思想界
xwjxn	送人情
kwvdw	纪念塔
cmjyq	透不过气
kspqb	北极狐
lfltt	肾盂肾炎
wwwlb	集体化
jlsmn	易容术
drfds	口惠而实不至
frskn	电离层
cvkrj	浮士德
mgsms	布告栏
cccml	激流勇退
gkgkr	唐古拉
cwjxc	没人性
fyysh	一篇篇
jfgwj	心无杂念
pdlsl	独守空房
sntpw	尽义务
wtndn	伦勃朗
wpfwr	贪大求全
dgkdj	吹拉弹唱
gfknr	指手划脚
rwwsf	班集体
rkpqr	现行犯
kjwsf	弹性体
yfwgo	等一会儿
fdccn	万言书
hgsmj	男儿本色
wgcke	侍应生
mjxgc	友情链接
wkdkd	集线器
plgwy	独孤九剑
krqlx	纯音乐
mgmyf	萨摩耶
skfks	敌强我弱
wgths	加热炉
lcdji	孔乙己
ccchk	双季稻
lwmlh	坚信不疑
xfysl	钓鱼竿
nkkwf	脑下垂体
bggnk	恋物癖
slbhf	君子爱财
kwrkl	御驾亲征
bdnyl	虎口脱险
rthqn	产褥期
fsfvs	互相残杀
svssf	垄断资本
wlnvt	化学肥料
gjmvj	磨刀不误砍柴工
fkkjf	一团团
cfwsn	好一会
smmdd	尽在不言中
ddlls	叮叮当当
mvdll	职业中学
fsgkb	一头热
pvlkc	大米饭
fnlyq	一肚子气
wcvdm	水浇地
jkrll	外国文学
lvmkc	学业有成
mqgkk	苍蝇拍
gjyfw	特攻队
tcnml	炸鸡腿
mhvwt	取其精华
tskbn	掌柜的
ksnnv	结构主义
bsmne	彩云追月
lfchj	夜来香
pkvwl	大辩论
jsxxd	性本善
gvmsi	挖墙角
kjkkf	可怜兮兮
kdqho	三叶虫
bckkf	神秘兮兮
pshbd	大头贴
kssmc	结核杆菌
klkgj	行政公署
fcmjf	天妒英才
kgmql	欲拒还迎
fssms	一棵棵
trmvr	党卫军
jlhcd	民族自治
lvkjs	小城故事
xsvjs	美术课
jxfpd	上半天
dswtv	金木水火土
sdkxr	橡皮圈
mrktb	藏身之处
dmwsf	噬菌体
dsfnd	家用电脑
xxltn	前半夜
kkfkf	缩成一团
rskbn	齐桓公
njspd	股骨头
fjgjn	救心丸
ddddk	噼噼啪啪
vdcmt	壶口瀑布
vmcma	赤兔马
kjhsh	四项基本原则
hfmcc	肉豆蔻
ljlzi	穷日子
svrly	林业部
rmkxr	文艺圈
jlvst	暗夜精灵
sfyfl	校医院
dcnnv	宗派主义
nnlzi	腿肚子
fnsdl	电脉冲
kmfmk	八角形
nrmcd	脱离苦海
lhkpj	临界状态
mdnnv	写实主义
rytkx	黔西南
kvvfd	编后语
pwdmg	大作家
ssvmv	核垄断
sdskg	柳叶眉
gxtxp	废铜烂铁
kcmkj	公私不分
sckbm	本世纪末
ftccn	天真活泼
klmks	可望不可即
mjvne	友情岁月
dhjsp	皮包骨头
pbkvk	猛虎下山
wjhrv	人民内部矛盾
tlvsk	南京话
ccckg	滑稽戏
mwhtl	不加思索
kwxjt	八段锦
gynzs	撑竿跳
lmhdb	饶有趣味
dgspc	家庭版
fpftc	一夫一妻
jjffj	晕晕乎乎
mwxcf	军体拳
vdjme	地安门
rwwfs	音信全无
rqwhg	音乐盒
nkvkl	胆红素
ryxjw	硝酸钠
cfjdj	生于忧患
fkkvj	万分感谢
cvmcn	消毒药
ljwko	忘情水
mrmqj	不确切
vjpgh	声名大振
wsmst	传动带
vmvkl	青蒿素
skga	棉纺厂
spdkd	避雷器
vkndy	喜之郎
dxlvc	密锣紧鼓
hkvvj	田园诗
pwwsf	大集体
msvrj	不用谢
rykmc	立等可取
qhqmd	几起几落
lygvn	高气压
fwfcj	一代天骄
fygkj	一阳指
fngkc	电脑报
lctlv	政治协商会议
lcvmn	小妖精
wdgny	集中制
rfvka	环形山
ccrmm	观世音菩萨
nsnnw	肺动脉
hskwh	基本纲领
kjmjb	背景色
ksxmf	缩头乌龟
dpjjc	哈雷彗星
bdxcj	礼品券
vdxjd	数字键
frvrk	天文地理
xshtj	美术界
swgkd	录像厅
pmksj	大藏经
ckpdj	沁园春
gvjnb	势所必然
dwlzi	官架子
kkfck	公之于世
wccnj	念奴娇
lxfkg	向钱看
mfhjg	耶稣基督
vxllz	后半辈子
kscma	白龙马
lkvss	兴之所至
mkkrn	不可分离
dgchc	中顾委
cnfwf	混为一体
ffycd	一元复始
ddhhd	字字句句
mmro	芙蓉王
skwnr	禁得住
hmhmd	忽左忽右
mvksg	不让须眉
vnrlj	坏主意
dvhgl	皮糙肉厚
sbjhv	乱点鸳鸯谱
fcvmi	开司米
ssscj	横眉冷对
pjpsh	独门独户
yrdme	西王母
jbcke	易卜生
cfkkc	滑天下之大稽
psgks	大树底下好乘凉
dggma	密麻麻
hpdre	典狱长
rsrwg	文本文件
ckxcp	函谷关
fkqmp	一分收获
gmvss	先苦后甜
cjpfu	没工夫
skjdi	刮胡刀
ckckd	温泉浴
wcdkh	化验员
llkht	兴衰成败
dyhvk	安第斯山
kctvn	四季常青
plcnd	犬夜叉
yxvdc	西铁城
dvfvd	出埃及记
jjvdm	暗暗地
gfvfg	扭亏增盈
wgmjb	使眼色
blwso	瓜子仁
yvwlt	年老体衰
jvlvg	闲话少说
jrgkc	川端康成
sxswl	云卷云舒
jkmnl	多行不义必自毙
kccke	三好生
jskgv	刀枪入库
kjwxp	德智体美
jlckc	性饥渴
rkxcs	刘胡兰
fkxpn	灭绝师太
yjrsr	舞刀弄枪
mqmvs	苦乐不均
fnwdk	失踪人口
vwwwr	杀人偿命
lymcl	向阳花
djskn	中上层
kwkfl	欲仙欲死
lldkv	兴衰史
gkxkg	广结善缘
hylwl	同等学力
sxjhp	李铁映
mtjjx	急火攻心
fkkrf	无纪律
ttmvr	常备军
qqgo	蛐蛐儿
sfjxo	寻开心
nnkrs	肌肤之亲
ddfjl	毋宁死
gwgo	挨个儿
pmhqv	霍布斯
mmkvl	不解之谜
nsfe	胖头鱼
mmfmc	解不开
xhswl	半自动化
cgjgk	以物易物
gdxjt	打吊针
nssmc	主机板
fvfgk	天地万物
fhhe	一页页
ksfme	胡椒面
nkxbk	能征善战
htvkv	鼻烟壶
dddkr	嘿嘿嘿
kcvfd	古汉语
fmfbc	互敬互爱
sdhmk	查字典
mdkvd	不实之词
wwvhd	从何说起
lfwgk	正面人物
wfckl	信天游
djcky	喝闷酒
vrxct	调音师
fykcx	远隔重洋
spro	楚霸王
ydvcd	限定词
vfvsk	场面话
grvjs	物理课
wxgve	传道授业
bkkkf	神经兮兮
lflzi	正电子
vkscd	塔里木河
ktfe	红烧鱼
mvmjd	有所不知
dvvpn	金山词霸
rfjro	毛血旺
plcnd	太子妃
rvslz	玉米棒子
gqspe	遮风避雨
yspro	西楚霸王
gfjdi	指甲刀
gsnji	拉格朗日
tdhjd	直呼其名
tksvp	十八层地狱
fdmks	一言蔽之
gcmdg	搞对象
ltmvd	商务英语
ccffl	生生死死
jmmcd	日不落
lsryk	小资产阶级
jyksd	上年纪
yqfgl	随风而逝
vvvvd	坎坎坷坷
mmnnv	存在主义
kglfs	绕指柔
mwvks	不作声
clkjf	观光团
ddmml	唧唧歪歪
yjtrk	酌情处理
svrgv	冰封王座
mvkvc	荒山野岭
mdhdi	不鸣则已
tycvw	十年浩劫
hscgc	思想汇报
yfqsn	笑看风云
glwo	选举人
fplxl	形态学
rljgw	童子功
xmvcd	关联词
dcvka	吕梁山
pwcma	大仲马
gksmc	接线板
khgjc	威斯康星
vfjme	精武门
slklw	君子之交淡如水
fwmbv	一个萝卜一个坑
dmdsd	鸣冤叫屈
gjdhk	康熙字典
vqdkd	转发器
ccscd	司马相如
fdmxj	一字不差
qdpcs	风吹雨淋
crglz	鸡毛掸子
wxmcd	禽兽不如
fgggs	手扶拖拉机
vycgk	轻舞飞扬
vkckn	兵役法
kdkdc	白吃白喝
gjgny	夏时制
hsnkk	思想路线
nncsl	路路通
wmdmh	储蓄额
ggnsd	广播台
cwhpd	骄傲自大
wfrly	水电部
cnjxo	没良心
csfws	香榭丽舍
bjckn	未名湖
trkbr	灶王爷
pmmct	大不敬
ffnsj	鲤鱼跳龙门
qcwjx	收买人心
wrhti	低产田
tsssl	帕格尼尼
mggnw	黄热病
fkcfn	一将难求
dcchj	客观世界
wjjnl	人民民主专政
vkcsr	杀回马枪
djri	中外文
vddky	粉嘟嘟
mjckl	争上游
kctkl	绊马索
vksmf	精装本
tlckd	十六世纪
vdysr	记号笔
ptxxp	大炼钢铁
qbxjl	几点钟
hynnv	冒险主义
fhfxp	与此无关
ffdql	死于安乐
fmffv	失不再来
vpvkl	土霉素
pjcxn	大盘鸡
khhhf	练习册
jjsjw	忏悔录
csggv	溜冰鞋
cssmn	马尾松
cqvcd	欢迎词
svckd	次声波
qbksj	发神经
mmcxy	不久以前
vsjwb	埋头工作
lvdjb	蜚声中外
ljpwb	小题大作
nvjwo	胆识过人
fjccs	欧巴桑
mjnzu	不知足
kvmjx	壮志雄心
rwflh	确信无疑
fpmjc	死猪不怕开水烫
cwffv	泥水匠
gkjxw	热得快
mmkvl	七荤八素
vhrxr	讲习班
wdsms	侯宝林
jgckn	门儿清
rrkpe	毛毛细雨
mfgcg	有一搭没一搭
lmmgn	衣冠冢
wrvrk	人文地理
fdkqk	晋察冀
cdcvj	清官难断家务事
gyshh	换气扇
prkrn	独立国
djysr	中性笔
ggdks	撇撇嘴
lmwvw	比萨斜塔
tkdkh	党团员
cjfjo	潜心于
fvmvt	无所不谈
vnjdf	士为知己者死
ccnlj	润滑脂
mwrkn	联合王国
fjfyb	一惊一乍
jshsi	才尽其用
pmnwl	大花脸
qffdq	乐融融
mwwsl	董仲舒
yjckr	陈景润
flvhk	电子词典
bhvcr	视频教程
lggnd	小报告
lsgo	光棍儿
hssmc	自决权
rrfvd	默默无语
swmls	用人不当
cfbtf	如来神掌
cgkrj	女招待
mgpqr	在押犯
lgdkd	交换器
lcmvj	举世罕见
cdsmj	泸定桥
jbmdc	心神不安
lwmsi	疑人不用
lvkgh	旧话重提
kvcck	悬壶济世
vfggw	老豆腐
lxjsg	小键盘
vlgnw	地方病
llrka	孔雀石
jhnpb	知其然
cwkqp	委任状
fkpwv	无可奈何花落去
fmsmr	耍花枪
cdwcn	以言代法
trksx	妻妾成群
rctbg	王婆卖瓜
fdgny	一贯制
vwfcd	老人与海
vklzi	坏分子
fkfdg	天下一家
wmyvn	驾鹤西去
fmsmc	手写板
lcydt	毕淑敏
nkhjx	永结同心
kwxjd	组合键
mwjjs	聚众闹事
mcwjc	有奶便是娘
hrro	周文王
wfskd	水电局
ljmcl	穿心莲
llctv	子孙满堂
hchks	自始自终
mjcht	不怕没柴烧
dcggd	实验报告
bnyjs	亦能覆舟
wjdjk	人怕出名猪怕壮
jkmdk	心绪不宁
smgws	决不罢休
gslzi	摆样子
kgvbw	强打精神
glgmm	瞎了眼
qmhkw	发散思维
rqhfv	新几内亚
lbkrn	交战国
mwvks	不做声
twcnc	真他妈
myndc	聚酰胺
vgclm	地痞流氓
gwdkd	拉力器
krkmt	可亲可敬
rtqmn	颜真卿
gmjgc	操劳过度
vmvkj	记不记得
ywxjc	氧化钙
vkjmk	访贫问苦
dhkmk	皮肉之苦
lfrsj	旁系亲属
fwckg	五禽戏
ckpjk	以下犯上
bkdng	神经官能症
ssssw	机械运动
dmmxy	吃苦在前
gcsmn	罗汉松
kcmcl	丁香花
dvmwt	只说不做
dcdkd	实验品
fvmss	无所不至
gwjsj	热传导
pdjdh	达官显贵
gxsmr	先锋模范
rrxxp	球墨铸铁
rrykd	新墨西哥
fmjcl	看不过
kjccl	分外妖娆
vfmsw	议而不决
fmfwg	无冤无仇
fkjjn	一分耕耘
llttg	穿衣戴帽
wmgll	倒也罢了
jywwo	外籍华人
sdyfl	枢密院
yklvg	阶级矛盾
cjwfn	海阔凭鱼跃
mbfss	歪瓜裂枣
mgwvg	不瞒你说
bbddj	神神叨叨
rdlkm	文史馆
hdjkv	同母异父
cfcvj	生死观
ynwo	陌路人
gksfv	招之即来
bcji	受难日
xkhjs	针线包
hdggd	周口店
glhvd	夏商周
rpgjy	瑞雪兆丰年
lddkd	监听器
cxkfp	利弊得失
crlxp	利玛窦
dwvvd	吴侬软语
gcjgo	捣蛋鬼
frwkj	武王伐纣
fbljm	五福临门
fdlzi	开口子
kpkkf	三大纪律
dkdkd	中继器
nknlv	脸红脖子粗
cdrlh	湘鄂赣
grlxl	厚黑学
jkmfl	慎终追远
jrwka	日环食
smnmn	动若脱兔
ppjxo	狠狠心
gdpwo	压寨夫人
mcgny	农奴制
csggc	奴隶制度
kwdkv	古代史
ltlzi	高帽子
dfvlj	完形填空
gsglc	批林批孔
jcwll	工程力学
mgckt	蓖麻油
dxjsq	兄弟般
vvwcf	山青水秀
xsmth	钻木取火
lxcne	孟姜女
fsgbh	武松打虎
lrpvc	京韵大鼓
knlxl	细胞学
hkjhv	基里巴斯
ddvsk	客家话
flvre	开夜车
lvjps	平反昭雪
wxspd	傻丫头
wllzi	傻孩子
rwlcn	立体交叉
xfbgo	差一点儿
cctke	沙和尚
gldmm	执政官
mrchj	联产承包
flckg	电子流
sdmdj	尽忠职守
slmfm	栀子花开
jycnl	过年好
swvji	剧作者
gdmgp	百听不厌
mkywj	不成气候
wlbbk	化学战
vhggs	请勿打扰
qmksw	凡尔纳
cbyfv	圣卢西亚
dyrjy	吸附剂
wjmwo	人外有人
grkjf	儿童团
xywhg	铅笔盒
vlspe	教学片
dddkf	哎呀呀
hjjck	周星星
bfltk	礼拜六
fvnpd	无后为大
ftvre	救火车
ckltt	始皇帝
pjmcw	春心荡漾
yfgfk	第一把手
jwgwr	暴力革命
jwcvc	巴拿马城
jsdxp	日臻完美
vdcnb	表兄妹
pgglg	大眼瞪小眼
jmsdv	悦耳动听
cwkkj	滴水之恩
ddddt	嘟嘟囔囔
vvndl	麦粒肿
jrjcy	问这问那
xkcks	针线活
vckpf	杀鸡给猴看
hjhvm	此时此地
kswsf	结构体
fbfll	死神来了
fcckk	一滴滴
llppd	高高大大
